Keyword,EndRank,EndClicks,SearchVolume,03/2021,04/2021,05/2021,06/2021,07/2021,08/2021,09/2021,10/2021,11/2021,12/2021,01/2022,02/2022,03/2022,04/2022,05/2022,06/2022,07/2022,08/2022,09/2022,10/2022,11/2022,12/2022,01/2023,02/2023,03/2023,04/2023,05/2023,06/2023,07/2023,08/2023,09/2023,10/2023,11/2023,12/2023,01/2024,02/2024,03/2024,04/2024,05/2024,06/2024,07/2024,08/2024,09/2024,10/2024,11/2024,12/2024,description,TF-IDF_score
warrant of fitness rolleston,45,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0015794272902909287
hunger strikers,8,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,37.0,,17.0,89.0,,78.0,,12.0,,64.0,,52.0,,8.0,,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0014918969616879029
bnz app down,81,0,0.0,,63.0,,,,,,,,,,,,,,,46.0,,44.0,36.0,,,58.0,,,,,,,,,,,,,86.0,,,,73.0,,67.0,,81.0,,,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.001583850126766058
rolleston supermarket,46,0,0.0,,,,,,,,,,,,,,,,,,,,,,,24.0,,22.0,,,22.0,67.0,,66.0,,,,,,,,,,,,,46.0,,,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0016561152230237467
whanganui bay,89,0,0.0,,65.0,,,81.0,,85.0,,97.0,,,91.0,,,,,,,,,,,,,,,95.0,,,,77.0,80.0,,,,,,,,,54.0,,,,89.0,,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0017438875206502358
de escalation training nz,77,0,0.0,,,36.0,,,,,,,,,,,,,,,,,,,,,,,,,43.0,,47.0,,,60.0,,68.0,76.0,,88.0,,,,,,,,77.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0016123802963177991
new zealand hiring nurses,55,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.0,,46.0,,,55.0,,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0017089442782158796
auckland visitor centre,77,0,0.0,,,,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,86.0,,82.0,,81.0,,,,,,,,,,,77.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.001760265985359841
what is community detention,1,0,0.0,,1.0,,,1.0,,1.0,,1.0,,,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,,,,1.0,,1.0,,,,1.0,1.0,,1.0,,1.0,,1.0,,,,,1.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0017361055905956218
taha wairua meaning,49,0,0.0,,,,,,,,,,,,,,,,,,,,,,,23.0,16.0,,34.0,,19.0,40.0,,38.0,,36.0,23.0,,18.0,,17.0,,29.0,,31.0,,24.0,,49.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0016235013285756373
postcode takanini,51,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.00167907209475285
poutama pattern,93,0,0.0,,43.0,,,49.0,,42.0,,55.0,,48.0,,,59.0,,86.0,,78.0,74.0,,75.0,66.0,,67.0,74.0,,78.0,,47.0,41.0,,,33.0,,47.0,,,,,,,,97.0,,93.0,,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0015510666114733718
rolleston men's shed,52,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,,,,52.0,,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0015926776391577018
televisions nz,58,0,0.0,,,,,,,,46.0,,,46.0,,,53.0,,,,50.0,46.0,,44.0,57.0,,61.0,53.0,,59.0,,,81.0,,,,,98.0,,,,,80.0,,66.0,,58.0,,,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0016283306147943032
māori women,78,0,0.0,,,,,,,,,,,68.0,,,81.0,70.0,,52.0,,63.0,69.0,,67.0,30.0,,88.0,,44.0,98.0,,79.0,,,,,,95.0,,79.0,,88.0,,79.0,,78.0,,,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0016844247176930093
templeton engineering,47,0,0.0,,,,,,,,,,47.0,,,,,57.0,,51.0,60.0,,51.0,48.0,,59.0,62.0,,55.0,,53.0,53.0,,40.0,,,49.0,50.0,,47.0,,46.0,,,,,,47.0,,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0015167281579833557
tokoroa to auckland,32,0,0.0,,,,,48.0,,71.0,,,,69.0,,,52.0,,58.0,,64.0,61.0,,69.0,47.0,,57.0,,48.0,55.0,,63.0,59.0,,52.0,56.0,,61.0,,,,56.0,,42.0,,31.0,,32.0,,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0017952087998829528
mt eden post office,30,0,0.0,,,,,24.0,,23.0,,27.0,,16.0,,,17.0,,15.0,,14.0,15.0,,13.0,,40.0,8.0,,23.0,24.0,,16.0,16.0,,21.0,25.0,,31.0,,,,25.0,,28.0,,30.0,,30.0,,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0018261643773494218
where is northland,84,0,0.0,,21.0,,,42.0,,40.0,,68.0,,,,,80.0,,86.0,,92.0,79.0,,46.0,71.0,,76.0,,,,79.0,,,97.0,,,,,,,73.0,,66.0,,70.0,,,,84.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0017162114720527992
dog day care rotorua,76,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,76.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0017020096371355784
new lynn auckland postcode,30,0,0.0,,,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0018071238266826111
christmas shop christchurch,87,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.0,,,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0016583990744883604
nz post rototuna,58,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.0,,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0016687227324833126
mec mt eden,42,0,0.0,,,,,,,,,,,,,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,,33.0,,,42.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.00165694531356381
nz criminal records check,98,0,0.0,,,63.0,,,94.0,,,,,,,,,,,,,,,,,,,,88.0,85.0,,,49.0,,74.0,67.0,,,,,,,,,,,98.0,,,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0016813131325385039
work new zealand foreigners,93,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.0,,,,,,,,,,,,,93.0,,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0017230297494761398
studylink loan,82,0,0.0,,,,,,,87.0,,,,96.0,,,,87.0,81.0,,61.0,,53.0,64.0,,57.0,54.0,,64.0,,67.0,80.0,,,,,,,,,,,,,,,97.0,,82.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0015770948746308907
civil union vs marriage nz,40,0,0.0,,27.0,,,29.0,,,27.0,,23.0,,,,,23.0,,19.0,19.0,,16.0,,,25.0,,27.0,,27.0,,,,,,,63.0,,,,,45.0,,38.0,,42.0,,,40.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0016476245279175275
nz sexual health guidelines,89,0,0.0,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.0,,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0016381609017118647
first security rotorua,87,0,0.0,,,,,54.0,,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,,76.0,,87.0,,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0016425970330597086
is desert road open,34,0,0.0,,,,,,,,,,,,,,,,50.0,51.0,,49.0,,,35.0,,36.0,35.0,,36.0,35.0,,34.0,32.0,,28.0,,29.0,36.0,,35.0,,,,42.0,,34.0,,,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.001673219297781547
nurse nz salary,46,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,,46.0,,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.001911293546544103
send money to new zealand,51,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.0,,51.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0017684860535864234
finance ministry nz,65,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.0,,,,,,,,,,65.0,,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0016944193630233034
mongols mc nz,33,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,,27.0,37.0,,34.0,,,28.0,,,,33.0,,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0016488846294547502
last table nz,44,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.0,,,,,,44.0,,,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0015625541468351515
waiouru to turangi,43,0,0.0,,,,,,,,,,,,,,,,,52.0,59.0,,55.0,51.0,,47.0,,40.0,43.0,,42.0,54.0,,,,,62.0,57.0,,63.0,,49.0,,,,,,,43.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0016024528429202534
ace nurses,32,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0016237789305447341
apply for housing nz,89,0,0.0,,,,,91.0,,83.0,,,,72.0,,,86.0,,,,82.0,,,74.0,,,,,,,,,70.0,,69.0,68.0,,,,,93.0,,,,,80.0,,89.0,,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0016918107940337127
pac nz,77,0,0.0,,,,,49.0,,,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.0,,55.0,,82.0,,,77.0,,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0016283306147943032
alcohol rehab auckland,24,0,0.0,,,,,50.0,,58.0,,73.0,,,63.0,,,49.0,,,59.0,,62.0,41.0,,38.0,,56.0,35.0,,29.0,32.0,,40.0,,,,,,,,,,,,31.0,,24.0,,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0017584435649531808
adairs christchurch,24,0,0.0,,57.0,,,,,,,32.0,,,,,,,,,,,,,,,,,,,,,32.0,,24.0,24.0,,28.0,,,,20.0,,,,13.0,,24.0,,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0016514662578094104
cook islands team,90,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0,,73.0,,52.0,83.0,,94.0,,84.0,,69.0,,90.0,,,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0015456306028178342
police rank nz,77,0,0.0,,,,,,,,,,,,,,,,,,,,37.0,51.0,,51.0,,,80.0,,,,,,75.0,,,,,,,,,,,,,77.0,,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0016613402740075797
team nz,70,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0016856592640680785
office products christchurch,78,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.0,,,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0016631361492531072
new zealand family life,96,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.0,,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0016693589997805484
make a will nz,94,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.0,,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0016491506760953406
westpac open account,56,0,0.0,,42.0,,,31.0,,39.0,43.0,,,55.0,,,10.0,,10.0,9.0,,11.0,11.0,,13.0,,17.0,15.0,,11.0,12.0,,16.0,11.0,,17.0,,,,,,,,,33.0,,54.0,,56.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0017301316386711429
find a part tauranga,81,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0017879194498294107
govt news,71,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.0,,,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0017737161325587115
disability nz,44,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,96.0,,82.0,,,,,78.0,44.0,,78.0,,,61.0,,,32.0,,38.0,,44.0,,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0018103740047479945
seek hawkes bay,79,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.0,,,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0017795889483908718
nz traveller,71,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0016283306147943032
auckland to opotiki,46,0,0.0,,64.0,,,58.0,,53.0,,,,,,,,79.0,,82.0,86.0,,30.0,43.0,,80.0,,,76.0,,,,,,,,,,,,63.0,,,,,,,,46.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0016798907483423075
lawyers kaitaia,57,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.0,,,,,,,,,,,,,,,,57.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0016178154138190423
44 the terrace wellington,30,0,0.0,,,,,,,,,,34.0,,,23.0,,,,,,,,,,,,,,,25.0,,,27.0,,28.0,28.0,,36.0,,17.0,,23.0,,25.0,,28.0,,30.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0015845327972493634
