title,h1_tags,word_count,keywords,description,DC.Description,snapshot_url,Timestamp
Work and Income - Work and Income,['Home'],594,"Work, income",Work and Income provides employment services and financial assistance throughout New Zealand.,Work and Income provides employment services and financial assistance throughout New Zealand.,https://web.archive.org/web/20170920190920/http://www.workandincome.govt.nz:80/,20/09/2017 19:09
Work and Income - Work and Income,['Home'],599,"Work, income",Work and Income provides employment services and financial assistance throughout New Zealand.,Work and Income provides employment services and financial assistance throughout New Zealand.,https://web.archive.org/web/20170929014625/https://www.workandincome.govt.nz/,29/09/2017 1:46
Work and Income - Work and Income,['Home'],599,"Work, income",Work and Income provides employment services and financial assistance throughout New Zealand.,Work and Income provides employment services and financial assistance throughout New Zealand.,https://web.archive.org/web/20171008131628/http://www.workandincome.govt.nz/,8/10/2017 13:16
Work and Income - Work and Income,['Home'],641,"Work, income",Work and Income provides employment services and financial assistance throughout New Zealand.,Work and Income provides employment services and financial assistance throughout New Zealand.,https://web.archive.org/web/20171016073850/https://workandincome.govt.nz/,16/10/2017 7:38
Work and Income - Work and Income,['Home'],641,"Work, income",Work and Income provides employment services and financial assistance throughout New Zealand.,Work and Income provides employment services and financial assistance throughout New Zealand.,https://web.archive.org/web/20171024192356/https://www.workandincome.govt.nz/,24/10/2017 19:23
Work and Income - Work and Income,['Home'],655,"Work, income",Work and Income provides employment services and financial assistance throughout New Zealand.,Work and Income provides employment services and financial assistance throughout New Zealand.,https://web.archive.org/web/20171120001903/https://www.workandincome.govt.nz/,20/11/2017 0:19
Work and Income - Work and Income,['Home'],655,"Work, income",Work and Income provides employment services and financial assistance throughout New Zealand.,Work and Income provides employment services and financial assistance throughout New Zealand.,https://web.archive.org/web/20171120065605/http://www.workandincome.govt.nz:80/,20/11/2017 6:56
Work and Income - Work and Income,['Home'],642,"Work, income",Work and Income provides employment services and financial assistance throughout New Zealand.,Work and Income provides employment services and financial assistance throughout New Zealand.,https://web.archive.org/web/20171123043909/https://www.workandincome.govt.nz/,23/11/2017 4:39
Work and Income - Work and Income,['Home'],624,"Work, income",Work and Income provides employment services and financial assistance throughout New Zealand.,Work and Income provides employment services and financial assistance throughout New Zealand.,https://web.archive.org/web/20171127203336/https://www.workandincome.govt.nz/,27/11/2017 20:33
Work and Income - Work and Income,['Home'],596,"Work, income",Work and Income provides employment services and financial assistance throughout New Zealand.,Work and Income provides employment services and financial assistance throughout New Zealand.,https://web.archive.org/web/20171215115116/https://www.workandincome.govt.nz/,15/12/2017 11:51
Work and Income - Work and Income,['Home'],610,"Work, income",Work and Income provides employment services and financial assistance throughout New Zealand.,Work and Income provides employment services and financial assistance throughout New Zealand.,https://web.archive.org/web/20180115210050/https://www.workandincome.govt.nz/,15/01/2018 21:00
Work and Income - Work and Income,['Home'],610,"Work, income",Work and Income provides employment services and financial assistance throughout New Zealand.,Work and Income provides employment services and financial assistance throughout New Zealand.,https://web.archive.org/web/20180120032747/http://www.workandincome.govt.nz:80/,20/01/2018 3:27
Work and Income - Work and Income,['Home'],610,"Work, income",Work and Income provides employment services and financial assistance throughout New Zealand.,Work and Income provides employment services and financial assistance throughout New Zealand.,https://web.archive.org/web/20180123212312/https://workandincome.govt.nz/,23/01/2018 21:23
Work and Income - Work and Income,['Home'],610,"Work, income",Work and Income provides employment services and financial assistance throughout New Zealand.,Work and Income provides employment services and financial assistance throughout New Zealand.,https://web.archive.org/web/20180123221339/http://www.workandincome.govt.nz/,23/01/2018 22:13
Work and Income - Work and Income,['Home'],610,"Work, income",Work and Income provides employment services and financial assistance throughout New Zealand.,Work and Income provides employment services and financial assistance throughout New Zealand.,https://web.archive.org/web/20180123221350/https://www.workandincome.govt.nz/,23/01/2018 22:13
Work and Income - Work and Income,['Home'],610,"Work, income",Work and Income provides employment services and financial assistance throughout New Zealand.,Work and Income provides employment services and financial assistance throughout New Zealand.,https://web.archive.org/web/20180123221401/http://www.workandincome.govt.nz/,23/01/2018 22:14
Work and Income - Work and Income,['Home'],610,"Work, income",Work and Income provides employment services and financial assistance throughout New Zealand.,Work and Income provides employment services and financial assistance throughout New Zealand.,https://web.archive.org/web/20180123221429/https://www.workandincome.govt.nz//,23/01/2018 22:14
Work and Income - Work and Income,['Home'],603,"Work, income",Work and Income provides employment services and financial assistance throughout New Zealand.,Work and Income provides employment services and financial assistance throughout New Zealand.,https://web.archive.org/web/20180126224706/http://workandincome.govt.nz/,26/01/2018 22:47
Work and Income - Work and Income,['Home'],603,"Work, income",Work and Income provides employment services and financial assistance throughout New Zealand.,Work and Income provides employment services and financial assistance throughout New Zealand.,https://web.archive.org/web/20180126224711/https://workandincome.govt.nz/,26/01/2018 22:47
Work and Income - Work and Income,['Home'],603,"Work, income",Work and Income provides employment services and financial assistance throughout New Zealand.,Work and Income provides employment services and financial assistance throughout New Zealand.,https://web.archive.org/web/20180126224814/http://www.workandincome.govt.nz/,26/01/2018 22:48
Work and Income - Work and Income,['Home'],603,"Work, income",Work and Income provides employment services and financial assistance throughout New Zealand.,Work and Income provides employment services and financial assistance throughout New Zealand.,https://web.archive.org/web/20180126224819/https://www.workandincome.govt.nz/,26/01/2018 22:48
Work and Income - Work and Income,['Home'],603,"Work, income",Work and Income provides employment services and financial assistance throughout New Zealand.,Work and Income provides employment services and financial assistance throughout New Zealand.,https://web.archive.org/web/20180126224831/http://www.workandincome.govt.nz/,26/01/2018 22:48
Work and Income - Work and Income,['Home'],603,"Work, income",Work and Income provides employment services and financial assistance throughout New Zealand.,Work and Income provides employment services and financial assistance throughout New Zealand.,https://web.archive.org/web/20180126224833/https://www.workandincome.govt.nz/,26/01/2018 22:48
